1,3.4812727094176554,0.044449863624341765,0.022981874652702433
2,3.537095819952593,0.01578218781070103,0.007315135687278798
3,3.5551013438441474,0.005064700595028657,0.0022618908923987624
4,3.560691651684572,0.0015700061637686825,6.929727000404668E-4
5,3.5624065006842405,4.813737565713474E-4,2.1170085070289154E-4
6,3.5629305824875233,1.4709290320129845E-4,6.461745227024499E-5
7,3.5630905667255277,4.490041300058127E-5,1.9717924612622327E-5
8,3.5631393874361987,1.3701600011262871E-5,6.016407035762166E-6
9,3.5631542839568784,4.180711665145736E-6,1.8357030451615641E-6
10,3.563158829141278,1.2756053315236333E-6,5.60098428102472E-7
11,3.5631602159414086,3.892051007212868E-7,1.7089339389376573E-7
12,3.563160639072491,1.1875161549899507E-7,5.2141784586691794E-8
13,3.563160768175268,3.6232655711371155E-8,1.590912945175065E-8
14,3.563160807566188,1.1055049711937715E-8,4.854079793475028E-9
15,3.563160819584863,3.3730374666498832E-9,1.4810423318207562E-9
16,3.563160823251916,1.029157275091685E-9,4.51885057194132E-10
17,3.563160824370781,3.140091216192632E-10,1.378759356181631E-10
18,3.563160824712159,9.580764207505797E-11,4.20682935471356E-11
19,3.56316082481632,2.9232787766659864E-11,1.2835505780850951E-11
20,3.5631608248481,8.919022631162034E-12,3.9164831497238486E-12
21,3.5631608248577957,2.7211232372716075E-12,1.1953599124554936E-12
22,3.5631608248607556,8.306822871982869E-13,3.646776252575096E-13
23,3.5631608248616575,2.5313064145525787E-13,1.1154698380227993E-13
24,3.5631608248619338,7.752203790505081E-14,3.4024945897231754E-14
25,3.563160824862017,2.3306464772096727E-14,1.0718481125135277E-14
26,3.563160824862043,7.353376585848646E-15,3.365104539286657E-15
27,3.563160824862051,2.2434030261911074E-15,1.1217015130955523E-15
28,3.5631608248620523,3.739005043651844E-16,7.478010087303683E-16
29,3.563160824862053,2.4926700291012287E-16,4.985340058202455E-16
